Station_MAC,First_time_seen,Last_time_seen,Power,packets,BSSID,Probed_ESSIDs,OUI
2A:05:01:96:ED:8B,1690541256,1690541256,-55,4,(not associated),Not Probing,2A:05:01
2E:2F:50:FE:05:34,1690541257,1690541258,-61,8,(not associated),Not Probing,2E:2F:50
52:F8:37:CB:7E:A2,1690541258,1690541258,-65,1,(not associated),Not Probing,52:F8:37
9E:23:13:4E:7D:44,1690541259,1690541259,-57,5,(not associated),Not Probing,9E:23:13
D2:9A:FA:D0:E3:05,1690541259,1690541259,-69,2,(not associated),Not Probing,D2:9A:FA
FA:06:A8:5A:FA:81,1690541260,1690541260,-49,2,(not associated),Not Probing,FA:06:A8
7E:D6:8E:54:AF:88,1690541260,1690541261,-57,2,(not associated),Not Probing,7E:D6:8E
A2:2A:4F:99:9D:E1,1690541261,1690541261,-39,1,(not associated),Not Probing,A2:2A:4F
BA:A9:39:B1:D0:87,1690541261,1690541261,-41,1,(not associated),Not Probing,BA:A9:39
8A:F2:70:89:4C:A5,1690541262,1690541262,-41,1,(not associated),Not Probing,8A:F2:70
0A:35:45:BD:0B:C2,1690541262,1690541262,-33,1,(not associated),Not Probing,0A:35:45
92:D2:58:05:26:D1,1690541262,1690541262,-61,1,(not associated),Not Probing,92:D2:58
EA:F4:83:39:9E:8B,1690541264,1690541264,-47,1,(not associated),Not Probing,EA:F4:83
52:9B:41:C0:D4:6B,1690541264,1690541264,-65,2,(not associated),Not Probing,52:9B:41
E6:77:91:43:3B:32,1690541264,1690541264,-63,1,(not associated),Not Probing,E6:77:91
C6:66:F8:A0:F6:15,1690541264,1690541264,-65,1,(not associated),Not Probing,C6:66:F8
E6:5D:3E:E1:A9:2C,1690541265,1690541265,-51,5,(not associated),IT2 Wireless,E6:5D:3E
62:CD:C6:26:23:B6,1690541266,1690541266,-61,2,(not associated),Not Probing,62:CD:C6
8A:BD:D8:29:F2:90,1690541266,1690541266,-43,1,(not associated),Not Probing,8A:BD:D8
FA:64:E7:83:EA:66,1690541267,1690541268,-53,5,(not associated),Not Probing,FA:64:E7
D6:31:66:C3:01:00,1690541269,1690541270,-31,8,(not associated),Not Probing,D6:31:66
72:29:4C:E0:D6:5D,1690541270,1690541270,-69,1,(not associated),Not Probing,72:29:4C
B2:0F:91:AE:FB:06,1690541270,1690541270,-73,2,(not associated),Not Probing,B2:0F:91
BE:69:94:F0:23:87,1690541270,1690541271,-61,3,(not associated),Not Probing,BE:69:94
8E:C7:90:38:10:59,1690541270,1690541270,-73,1,(not associated),Not Probing,8E:C7:90
D2:92:E7:64:15:6C,1690541271,1690541271,-80,4,(not associated),"AndroidShare_1576,AndroidShare_1901,Beeline121",D2:92:E7
C2:DB:E4:AC:57:5F,1690541271,1690541272,-55,9,(not associated),Not Probing,C2:DB:E4
2A:EE:1B:31:4A:81,1690541273,1690541273,-63,1,(not associated),Not Probing,2A:EE:1B
9E:62:8E:06:48:7F,1690541274,1690541274,-61,1,(not associated),Not Probing,9E:62:8E
1E:A8:A8:88:8A:3B,1690541274,1690541274,-57,2,(not associated),Not Probing,1E:A8:A8
02:0F:DE:49:09:9D,1690541278,1690541279,-55,2,(not associated),Not Probing,02:0F:DE
CA:C2:19:BF:9D:30,1690541281,1690541281,-73,1,(not associated),Not Probing,CA:C2:19
AE:01:B3:E1:0F:D8,1690541282,1690541283,-61,4,(not associated),Not Probing,AE:01:B3
46:69:F4:50:59:AE,1690541283,1690541283,-71,1,(not associated),Not Probing,46:69:F4
56:46:62:05:A3:D6,1690541283,1690541283,-57,2,(not associated),Not Probing,56:46:62
16:BC:7E:2D:77:A4,1690541286,1690541286,-53,2,(not associated),Not Probing,16:BC:7E
22:D7:51:1D:70:01,1690541287,1690541287,-65,1,(not associated),Not Probing,22:D7:51
A2:BB:6A:DE:21:EF,1690541287,1690541287,-59,1,(not associated),Not Probing,A2:BB:6A
1A:2D:6E:BC:9F:9D,1690541288,1690541288,-55,2,(not associated),Not Probing,1A:2D:6E
26:03:94:9C:BC:B6,1690541288,1690541288,-51,2,(not associated),Not Probing,26:03:94
F6:DE:4D:37:6F:A6,1690541289,1690541289,-59,2,(not associated),Not Probing,F6:DE:4D
A2:9F:40:B1:77:FD,1690541289,1690541289,-49,2,(not associated),Not Probing,A2:9F:40
4A:57:15:C9:C7:2F,1690541289,1690541291,-55,8,(not associated),Not Probing,4A:57:15
36:72:95:36:BF:3C,1690541290,1690541290,-47,1,(not associated),Not Probing,36:72:95
A6:BD:2C:84:B8:C8,1690541291,1690541292,-74,6,(not associated),Not Probing,A6:BD:2C
DA:CB:05:8A:94:77,1690541291,1690541291,-45,1,(not associated),Not Probing,DA:CB:05
52:2D:31:BC:91:CD,1690541293,1690541294,-59,4,(not associated),Not Probing,52:2D:31
CE:94:AD:6F:6F:49,1690541293,1690541293,-69,2,(not associated),Not Probing,CE:94:AD
AE:AD:E1:1E:79:AE,1690541295,1690541296,-53,7,(not associated),Not Probing,AE:AD:E1
86:E8:1B:93:57:57,1690541295,1690541295,-63,2,(not associated),Not Probing,86:E8:1B
0E:D4:D3:89:6C:99,1690541295,1690541295,-57,2,(not associated),Not Probing,0E:D4:D3
BA:4A:50:D3:54:D1,1690541295,1690541295,-57,1,(not associated),Not Probing,BA:4A:50
B6:A8:B2:D6:8D:07,1690541295,1690541296,-57,2,(not associated),Not Probing,B6:A8:B2
82:81:04:1A:98:44,1690541296,1690541297,-59,4,(not associated),Not Probing,82:81:04
1E:56:98:9B:C5:4A,1690541297,1690541297,-69,3,(not associated),Not Probing,1E:56:98
6E:C8:54:88:DF:45,1690541299,1690541299,-55,6,(not associated),Not Probing,6E:C8:54
72:40:97:C8:36:8B,1690541301,1690541301,-69,2,(not associated),Not Probing,72:40:97
1E:42:3A:BB:86:49,1690541301,1690541301,-57,1,(not associated),Not Probing,1E:42:3A
2A:AA:2A:83:D8:FA,1690541301,1690541301,-45,2,(not associated),Not Probing,2A:AA:2A
02:86:F7:5F:76:53,1690541302,1690541302,-73,1,(not associated),Not Probing,02:86:F7
F2:D7:62:7B:F5:CB,1690541303,1690541303,-57,4,(not associated),Not Probing,F2:D7:62
96:B9:04:22:ED:A6,1690541303,1690541303,-49,1,(not associated),Not Probing,96:B9:04
AE:E8:96:10:A7:19,1690541304,1690541304,-63,1,(not associated),Not Probing,AE:E8:96
A6:57:BC:8F:94:0C,1690541305,1690541306,-51,6,(not associated),Not Probing,A6:57:BC
0E:41:3A:4C:2B:B0,1690541306,1690541306,-63,1,(not associated),Not Probing,0E:41:3A
4A:82:24:57:11:4D,1690541307,1690541307,-65,2,(not associated),Not Probing,4A:82:24
B2:50:2F:AF:8C:DC,1690541307,1690541307,-53,4,(not associated),Not Probing,B2:50:2F
4E:9A:9E:3D:7E:1A,1690541308,1690541309,-65,6,(not associated),Not Probing,4E:9A:9E
7A:6F:95:3F:ED:2F,1690541309,1690541309,-71,1,(not associated),Not Probing,7A:6F:95
16:24:DD:40:1A:16,1690541310,1690541311,-59,4,(not associated),Not Probing,16:24:DD
8A:AD:56:5A:30:0E,1690541313,1690541313,-51,2,(not associated),Not Probing,8A:AD:56
E6:E8:35:DB:D0:4C,1690541314,1690541315,-55,13,(not associated),Not Probing,E6:E8:35
FA:E2:3F:AE:EC:2A,1690541314,1690541314,-77,1,(not associated),Not Probing,FA:E2:3F
5E:EB:4A:53:C6:D8,1690541315,1690541316,-85,5,(not associated),Not Probing,5E:EB:4A
F2:03:87:09:67:33,1690541318,1690541318,-59,1,(not associated),Not Probing,F2:03:87
66:BC:B2:EF:9F:1B,1690541319,1690541319,-67,2,(not associated),Not Probing,66:BC:B2
42:8C:B8:F0:01:49,1690541319,1690541319,-65,2,(not associated),Not Probing,42:8C:B8
5A:E3:4E:CD:CC:99,1690541321,1690541322,-47,2,(not associated),Not Probing,5A:E3:4E
F6:B7:AA:FF:D6:CC,1690541322,1690541322,-53,6,(not associated),IT2 Wireless,F6:B7:AA
F2:8E:73:3E:AB:74,1690541322,1690541322,-71,2,(not associated),Not Probing,F2:8E:73
52:1E:AC:B7:CB:99,1690541322,1690541323,-59,4,(not associated),Not Probing,52:1E:AC
A2:3C:13:C9:AB:2F,1690541324,1690541325,-55,5,(not associated),Not Probing,A2:3C:13
EA:6B:7B:81:11:D9,1690541325,1690541325,-55,3,(not associated),IT2 Wireless,EA:6B:7B
9E:8B:4C:E2:89:DA,1690541325,1690541326,-51,8,(not associated),IT2 Wireless,9E:8B:4C
12:90:5C:09:65:E7,1690541326,1690541326,-61,1,(not associated),Not Probing,12:90:5C
62:46:53:8C:5F:D6,1690541326,1690541326,-55,1,(not associated),Not Probing,62:46:53
16:C4:E4:16:CE:7E,1690541326,1690541326,-61,1,(not associated),IT2 Wireless,16:C4:E4
EE:F3:A5:B4:37:9D,1690541327,1690541327,-61,1,(not associated),Not Probing,EE:F3:A5
12:74:8C:9F:83:DE,1690541327,1690541327,-57,1,(not associated),Not Probing,12:74:8C
86:71:57:3B:86:9C,1690541328,1690541329,-53,6,(not associated),Not Probing,86:71:57
D2:86:BB:0D:15:E7,1690541328,1690541328,-59,1,(not associated),Not Probing,D2:86:BB
56:9C:C5:BA:C4:A3,1690541329,1690541329,-43,1,(not associated),Not Probing,56:9C:C5
36:CF:C6:63:FF:2D,1690541329,1690541329,-35,2,(not associated),Not Probing,36:CF:C6
46:47:AC:38:B9:CE,1690541329,1690541329,-37,2,(not associated),Not Probing,46:47:AC
56:7E:BF:3F:4F:DF,1690541329,1690541330,-63,2,(not associated),Not Probing,56:7E:BF
8E:30:19:14:85:39,1690541329,1690541329,-41,1,(not associated),Not Probing,8E:30:19
2A:0B:C7:92:52:C3,1690541329,1690541329,-39,2,(not associated),Not Probing,2A:0B:C7
5A:DD:1A:8B:40:12,1690541331,1690541331,-51,13,(not associated),"AndroidShare_1576,AndroidShare_1901,Beeline121",5A:DD:1A
7E:6A:66:49:0F:78,1690541331,1690541332,-53,5,(not associated),Not Probing,7E:6A:66
0E:D8:C9:AC:99:9A,1690541333,1690541333,-57,2,(not associated),Not Probing,0E:D8:C9
06:20:95:EF:DD:67,1690541335,1690541335,-69,1,(not associated),Not Probing,06:20:95
7E:4F:EB:1E:C9:37,1690541335,1690541335,-55,2,(not associated),Not Probing,7E:4F:EB
9E:75:26:12:75:C0,1690541337,1690541339,-59,5,(not associated),Not Probing,9E:75:26
16:66:A3:0E:95:72,1690541338,1690541338,-63,2,(not associated),Not Probing,16:66:A3
2A:64:04:1A:18:3D,1690541338,1690541338,-67,1,(not associated),Not Probing,2A:64:04
EE:61:61:5C:29:AE,1690541339,1690541339,-45,1,(not associated),Not Probing,EE:61:61
96:3E:4A:C0:C7:D2,1690541339,1690541339,-37,2,(not associated),Not Probing,96:3E:4A
46:4D:14:E3:FB:F2,1690541339,1690541339,-45,2,(not associated),Not Probing,46:4D:14
8A:F4:24:C6:1F:06,1690541340,1690541340,-39,1,(not associated),Not Probing,8A:F4:24
72:67:57:76:8D:DD,1690541340,1690541341,-63,2,(not associated),Not Probing,72:67:57
A2:00:CD:42:00:4C,1690541341,1690541341,-67,1,(not associated),Not Probing,A2:00:CD
2E:B3:03:18:5D:7D,1690541341,1690541342,-73,2,(not associated),Not Probing,2E:B3:03
52:B7:B0:4C:EC:A2,1690541341,1690541341,-59,2,(not associated),Not Probing,52:B7:B0
62:B5:AE:2F:C4:5A,1690541342,1690541342,-67,2,(not associated),Not Probing,62:B5:AE
C6:ED:8B:09:03:95,1690541343,1690541343,-57,31,(not associated),"edeeeèe,it,1",C6:ED:8B
C2:DF:82:B2:7A:73,1690541343,1690541343,-57,2,(not associated),Not Probing,C2:DF:82
26:35:50:01:24:30,1690541344,1690541345,-69,3,(not associated),Not Probing,26:35:50
2A:A0:4B:C5:A5:B7,1690541345,1690541345,-57,3,(not associated),Not Probing,2A:A0:4B
9A:77:1C:DF:05:53,1690541347,1690541348,-61,5,(not associated),Not Probing,9A:77:1C
06:9A:12:A1:E4:7B,1690541349,1690541349,-59,3,(not associated),Not Probing,06:9A:12
52:34:FC:BE:F2:C4,1690541350,1690541351,-49,4,(not associated),Not Probing,52:34:FC
2A:CF:7A:67:DE:A0,1690541351,1690541351,-61,1,(not associated),Not Probing,2A:CF:7A
7E:06:0F:47:F1:97,1690541351,1690541351,-63,1,(not associated),Not Probing,7E:06:0F
1A:16:71:A8:82:4A,1690541351,1690541351,-61,1,(not associated),Not Probing,1A:16:71
C6:2E:78:7C:42:94,1690541351,1690541351,-61,1,(not associated),Not Probing,C6:2E:78
16:A4:E5:EE:7E:0B,1690541351,1690541351,-59,1,(not associated),Not Probing,16:A4:E5
6E:01:01:7A:70:BB,1690541352,1690541352,-63,1,(not associated),Not Probing,6E:01:01
BA:C7:71:06:D7:8B,1690541352,1690541352,-61,1,(not associated),Not Probing,BA:C7:71
A6:BF:5D:C0:D9:5A,1690541352,1690541352,-67,2,(not associated),Not Probing,A6:BF:5D
22:AF:85:D8:A9:57,1690541352,1690541352,-61,4,(not associated),Not Probing,22:AF:85
76:E6:EC:6F:65:0C,1690541353,1690541353,-63,1,(not associated),Not Probing,76:E6:EC
12:13:F7:90:CA:62,1690541354,1690541355,-53,9,(not associated),Not Probing,12:13:F7
AE:6D:AE:65:0A:0B,1690541354,1690541354,-57,1,(not associated),Not Probing,AE:6D:AE
A6:ED:AB:6F:2C:29,1690541354,1690541354,-63,1,(not associated),Not Probing,A6:ED:AB
96:2D:BE:B6:E5:79,1690541354,1690541354,-67,1,(not associated),Not Probing,96:2D:BE
26:C3:99:94:F7:94,1690541355,1690541355,-63,1,(not associated),Not Probing,26:C3:99
56:A8:E6:C0:D4:E4,1690541355,1690541355,-67,1,(not associated),Not Probing,56:A8:E6
F2:69:00:66:B8:AA,1690541356,1690541356,-63,3,(not associated),Not Probing,F2:69:00
D6:61:D2:F0:FB:4D,1690541357,1690541357,-67,1,(not associated),Not Probing,D6:61:D2
2E:96:36:F3:AF:D6,1690541357,1690541358,-53,3,(not associated),Not Probing,2E:96:36
C6:25:AA:21:2D:53,1690541358,1690541358,-69,2,(not associated),Not Probing,C6:25:AA
5E:A2:36:F3:0C:B2,1690541361,1690541361,-47,1,(not associated),Not Probing,5E:A2:36
7E:22:CE:70:D3:ED,1690541361,1690541362,-67,7,(not associated),Not Probing,7E:22:CE
BA:F8:B2:2C:78:0E,1690541362,1690541362,-59,1,(not associated),Not Probing,BA:F8:B2
AE:15:BF:EC:DE:62,1690541362,1690541362,-57,1,(not associated),Not Probing,AE:15:BF
E2:FF:5C:42:8F:63,1690541363,1690541363,-73,2,(not associated),Not Probing,E2:FF:5C
4A:AE:F2:C9:D3:5B,1690541363,1690541916,-72,47,00:25:00:FF:94:73,Not Probing,4A:AE:F2
CE:85:71:78:66:DA,1690541363,1690541363,-57,1,(not associated),Not Probing,CE:85:71
A2:C4:73:AE:1D:E0,1690541364,1690541364,-65,4,(not associated),Not Probing,A2:C4:73
AE:28:E9:03:69:12,1690541364,1690541365,-59,2,(not associated),Not Probing,AE:28:E9
BE:75:17:20:A9:0C,1690541366,1690541366,-59,2,(not associated),Not Probing,BE:75:17
16:3D:E2:69:94:82,1690541368,1690541369,-55,5,(not associated),Not Probing,16:3D:E2
BA:DE:47:EE:E6:54,1690541370,1690541371,-59,3,(not associated),Not Probing,BA:DE:47
76:8D:1F:C6:3D:1B,1690541371,1690541372,-61,6,(not associated),Not Probing,76:8D:1F
FE:41:FA:54:E7:EE,1690541371,1690541372,-61,2,(not associated),Not Probing,FE:41:FA
86:24:D4:AD:B1:9D,1690541375,1690541375,-65,2,(not associated),Not Probing,86:24:D4
E6:AD:4E:16:67:A0,1690541375,1690541376,-61,3,(not associated),Not Probing,E6:AD:4E
BA:08:12:3C:99:A5,1690541377,1690541378,-59,3,(not associated),Not Probing,BA:08:12
6A:1B:F7:93:58:AC,1690541378,1690541379,-63,2,(not associated),Not Probing,6A:1B:F7
96:5C:8E:D5:23:DF,1690541378,1690541378,-53,1,(not associated),Not Probing,96:5C:8E
0E:EF:92:C3:BD:7D,1690541382,1690541382,-47,7,(not associated),Not Probing,0E:EF:92
DA:C7:63:83:48:68,1690541382,1690541382,-55,2,(not associated),Not Probing,DA:C7:63
CA:91:47:5A:19:A8,1690541382,1690541382,-49,1,(not associated),Not Probing,CA:91:47
12:51:A1:9C:BC:8E,1690541382,1690541382,-63,3,(not associated),Not Probing,12:51:A1
62:F8:40:65:D1:15,1690541382,1690541383,-41,3,(not associated),Not Probing,62:F8:40
3E:EB:7C:9C:C8:B8,1690541384,1690541384,-59,3,(not associated),Not Probing,3E:EB:7C
DE:D2:B3:4D:FD:93,1690541385,1690541386,-51,5,(not associated),Not Probing,DE:D2:B3
B6:0F:68:2A:D3:43,1690541387,1690541387,-59,1,(not associated),Not Probing,B6:0F:68
F6:FB:EC:38:F1:39,1690541388,1690541388,-51,2,(not associated),Not Probing,F6:FB:EC
A6:1D:00:53:3D:C4,1690541389,1690541389,-39,1,(not associated),Not Probing,A6:1D:00
DE:2F:AF:80:C5:D7,1690541389,1690541390,-59,2,(not associated),Not Probing,DE:2F:AF
76:79:77:24:00:73,1690541389,1690541389,-59,1,(not associated),Not Probing,76:79:77
1A:E5:74:6F:6F:EC,1690541391,1690541391,-51,14,(not associated),"AndroidShare_1576,Beeline121,AndroidShare_1901",1A:E5:74
BA:EF:14:5E:A5:74,1690541391,1690541391,-57,1,(not associated),Not Probing,BA:EF:14
F2:C3:E9:C0:02:93,1690541391,1690541391,-61,1,(not associated),Not Probing,F2:C3:E9
E6:2D:EB:78:3C:89,1690541391,1690541392,-61,3,(not associated),Not Probing,E6:2D:EB
A2:EB:DD:46:E4:53,1690541391,1690541391,-67,1,(not associated),Not Probing,A2:EB:DD
8A:83:BB:6A:C2:10,1690541392,1690541392,-67,2,(not associated),Not Probing,8A:83:BB
6A:38:5E:F6:A9:D0,1690541392,1690541392,-65,1,(not associated),SSU_BR5,6A:38:5E
CA:66:F1:2E:96:11,1690541392,1690541392,-61,1,(not associated),Not Probing,CA:66:F1
72:B9:00:A2:69:FB,1690541393,1690541394,-59,2,(not associated),Not Probing,72:B9:00
DE:1C:1B:0E:12:7F,1690541394,1690541394,-51,1,(not associated),Not Probing,DE:1C:1B
B6:34:68:A9:EE:2B,1690541394,1690541394,-61,1,(not associated),Not Probing,B6:34:68
6A:E4:65:2D:9B:B3,1690541395,1690541396,-55,6,(not associated),Not Probing,6A:E4:65
8A:91:A2:A2:C3:E7,1690541395,1690541395,-67,1,(not associated),Not Probing,8A:91:A2
CE:E7:B0:5E:55:15,1690541396,1690541397,-49,3,(not associated),Not Probing,CE:E7:B0
A6:03:D9:BE:56:95,1690541396,1690541396,-59,1,(not associated),Not Probing,A6:03:D9
AA:66:68:E4:92:57,1690541396,1690541396,-67,1,(not associated),Not Probing,AA:66:68
82:2A:61:50:23:62,1690541398,1690541398,-67,1,(not associated),Not Probing,82:2A:61
A2:42:A1:6A:EF:A6,1690541398,1690541398,-63,1,(not associated),Not Probing,A2:42:A1
42:61:0E:C5:B5:86,1690541398,1690541399,-61,10,(not associated),Not Probing,42:61:0E
16:CE:79:F1:E0:71,1690541399,1690541399,-55,2,(not associated),Not Probing,16:CE:79
2E:3B:55:7E:CF:D1,1690541399,1690541400,-53,6,(not associated),Not Probing,2E:3B:55
36:D1:AC:2D:E2:22,1690541401,1690541401,-53,1,(not associated),Not Probing,36:D1:AC
FE:FE:C2:5F:BA:80,1690541401,1690541402,-57,5,(not associated),Not Probing,FE:FE:C2
CA:29:72:8D:12:A4,1690541402,1690541402,-67,1,(not associated),Not Probing,CA:29:72
3A:3F:AB:09:42:B3,1690541402,1690541402,-67,1,(not associated),Not Probing,3A:3F:AB
DE:92:77:6A:6B:F2,1690541403,1690541403,-53,2,(not associated),Not Probing,DE:92:77
1E:83:84:EE:AF:80,1690541405,1690541405,-57,4,(not associated),Not Probing,1E:83:84
4A:3D:9B:ED:FD:C6,1690541406,1690541406,-61,1,(not associated),Not Probing,4A:3D:9B
E2:CC:F8:85:84:83,1690541406,1690541406,-67,1,(not associated),Not Probing,E2:CC:F8
B6:D1:1B:3B:38:08,1690541407,1690541407,-61,2,(not associated),Not Probing,B6:D1:1B
3E:99:F7:6D:F8:EB,1690541409,1690541410,-63,4,(not associated),Not Probing,3E:99:F7
BE:86:AF:E3:94:5D,1690541410,1690541410,-65,1,(not associated),Not Probing,BE:86:AF
9A:21:A4:ED:C8:C3,1690541410,1690541410,-61,2,(not associated),Not Probing,9A:21:A4
02:1F:86:84:FE:F5,1690541410,1690541410,-53,1,(not associated),Not Probing,02:1F:86
26:E8:A6:27:6A:44,1690541410,1690541410,-67,2,(not associated),Not Probing,26:E8:A6
36:8B:69:92:A4:EE,1690541411,1690541411,-61,1,(not associated),Not Probing,36:8B:69
82:4B:73:49:E2:B6,1690541411,1690541411,-67,1,(not associated),Not Probing,82:4B:73
FA:B6:DC:10:63:FC,1690541411,1690541411,-57,4,(not associated),Not Probing,FA:B6:DC
06:36:37:6D:75:4F,1690541411,1690541411,-61,1,(not associated),Not Probing,06:36:37
5E:59:36:A4:CA:B7,1690541411,1690541411,-57,2,(not associated),Not Probing,5E:59:36
3E:FF:E8:A6:4C:D0,1690541411,1690541411,-43,1,(not associated),Not Probing,3E:FF:E8
7E:31:6E:E2:A2:66,1690541411,1690541411,-57,1,(not associated),Not Probing,7E:31:6E
BE:2D:51:61:7E:B0,1690541411,1690541411,-67,1,(not associated),Not Probing,BE:2D:51
EA:DD:88:5C:C5:2E,1690541413,1690541413,-59,6,(not associated),Not Probing,EA:DD:88
5E:28:06:64:83:D2,1690541414,1690541414,-59,2,(not associated),Not Probing,5E:28:06
66:28:B0:E6:58:3A,1690541417,1690541417,-55,3,(not associated),Not Probing,66:28:B0
FE:9D:DA:F5:17:77,1690541418,1690541418,-51,1,(not associated),Not Probing,FE:9D:DA
5E:AC:C4:4F:DC:67,1690541418,1690541418,-59,1,(not associated),Not Probing,5E:AC:C4
96:45:86:6C:BC:BC,1690541419,1690541419,-59,3,(not associated),Not Probing,96:45:86
EE:C4:3C:7C:F7:F2,1690541420,1690541420,-57,4,(not associated),Not Probing,EE:C4:3C
66:E9:05:18:9F:6D,1690541421,1690541421,-45,3,(not associated),Not Probing,66:E9:05
3A:54:91:2F:3E:71,1690541422,1690541422,-53,2,(not associated),Not Probing,3A:54:91
DA:AF:8C:E3:9B:27,1690541423,1690541424,-51,5,(not associated),Not Probing,DA:AF:8C
36:2B:85:98:FB:6D,1690541426,1690541426,-59,1,(not associated),Not Probing,36:2B:85
26:93:59:4D:19:1B,1690541426,1690541427,-55,8,(not associated),Not Probing,26:93:59
42:8F:3A:AE:CC:88,1690541427,1690541427,-67,2,(not associated),Not Probing,42:8F:3A
32:D4:C3:E8:BD:CB,1690541427,1690541428,-57,14,(not associated),IT2 Wireless,32:D4:C3
32:83:BF:AB:EF:1E,1690541428,1690541428,-63,1,(not associated),Not Probing,32:83:BF
D2:EC:A2:34:28:14,1690541428,1690541428,-63,1,(not associated),Not Probing,D2:EC:A2
7A:1C:70:9B:E1:9B,1690541429,1690541429,-57,2,(not associated),Not Probing,7A:1C:70
6A:E4:DF:39:F9:4C,1690541430,1690541430,-53,1,(not associated),Not Probing,6A:E4:DF
4A:05:7B:39:C9:16,1690541430,1690541430,-63,1,(not associated),Not Probing,4A:05:7B
56:60:DD:23:40:21,1690541430,1690541431,-55,5,(not associated),Not Probing,56:60:DD
0A:80:30:36:71:EE,1690541432,1690541433,-61,2,(not associated),Not Probing,0A:80:30
32:D0:EF:E6:BE:DF,1690541432,1690541432,-63,1,(not associated),Not Probing,32:D0:EF
26:99:F6:1A:6C:E8,1690541433,1690541433,-67,2,(not associated),Not Probing,26:99:F6
CA:9A:F6:B8:5C:9D,1690541433,1690541435,-61,8,(not associated),Not Probing,CA:9A:F6
E6:71:8E:42:1B:96,1690541435,1690541436,-55,8,(not associated),Not Probing,E6:71:8E
16:DC:DF:39:4B:2B,1690541436,1690541436,-69,1,(not associated),Not Probing,16:DC:DF
BE:50:ED:0A:F5:63,1690541437,1690541438,-55,3,(not associated),Not Probing,BE:50:ED
16:6E:56:7E:BB:0D,1690541439,1690541440,-57,5,(not associated),Not Probing,16:6E:56
D2:DE:86:98:68:FC,1690541441,1690541441,-51,2,(not associated),Not Probing,D2:DE:86
56:D5:AF:90:41:06,1690541441,1690541441,-67,1,(not associated),Not Probing,56:D5:AF
B6:2A:3E:E6:9C:B4,1690541441,1690541441,-61,1,(not associated),Not Probing,B6:2A:3E
9E:32:45:6D:89:8A,1690541443,1690541443,-57,1,(not associated),Not Probing,9E:32:45
BA:D4:00:ED:6F:EC,1690541444,1690541444,-63,2,(not associated),Not Probing,BA:D4:00
6E:83:F8:6E:BD:3C,1690541444,1690541445,-55,4,(not associated),Not Probing,6E:83:F8
BA:E3:D2:04:94:BB,1690541447,1690541447,-55,1,(not associated),Not Probing,BA:E3:D2
EE:83:53:7C:96:FC,1690541447,1690541447,-59,2,(not associated),Not Probing,EE:83:53
AE:AB:83:D5:25:55,1690541448,1690541448,-67,3,(not associated),Not Probing,AE:AB:83
3E:C3:78:5D:FC:BB,1690541448,1690541448,-43,2,(not associated),Not Probing,3E:C3:78
02:81:04:83:36:8C,1690541448,1690541448,-57,2,(not associated),Not Probing,02:81:04
DA:08:DC:5F:57:0B,1690541448,1690541448,-45,2,(not associated),Not Probing,DA:08:DC
46:4C:6E:75:FE:DD,1690541448,1690541448,-41,2,(not associated),Not Probing,46:4C:6E
6A:5A:91:AD:46:14,1690541448,1690541448,-33,2,(not associated),Not Probing,6A:5A:91
AA:75:BD:A0:55:3D,1690541449,1690541449,-39,2,(not associated),Not Probing,AA:75:BD
82:A0:94:2A:95:E8,1690541449,1690541449,-61,2,(not associated),Not Probing,82:A0:94
BE:53:38:01:34:02,1690541449,1690541449,-53,1,(not associated),Not Probing,BE:53:38
D6:2D:3E:28:F2:C1,1690541449,1690541449,-47,2,(not associated),Not Probing,D6:2D:3E
CE:7F:49:FF:A9:01,1690541450,1690541451,-61,6,(not associated),Not Probing,CE:7F:49
DE:32:85:3D:5F:76,1690541451,1690541451,-55,2,(not associated),Not Probing,DE:32:85
C2:18:18:6A:19:EE,1690541452,1690541452,-59,2,(not associated),Not Probing,C2:18:18
0E:CC:F8:73:17:04,1690541452,1690541452,-61,1,(not associated),Not Probing,0E:CC:F8
92:A7:AF:84:7D:D8,1690541452,1690541452,-61,1,(not associated),Not Probing,92:A7:AF
76:47:FD:D1:58:18,1690541452,1690541452,-61,2,(not associated),Not Probing,76:47:FD
AA:93:A7:B6:F7:65,1690541453,1690541453,-69,1,(not associated),Not Probing,AA:93:A7
A4:02:B9:73:81:92,1690541453,1690545233,-65,28,(not associated),Not Probing,A4:02:B9
BE:F4:61:5A:6A:73,1690541454,1690541455,-61,6,(not associated),Not Probing,BE:F4:61
36:35:32:99:7F:BD,1690541454,1690541454,-53,2,(not associated),Not Probing,36:35:32
5E:61:D2:75:A9:23,1690541456,1690541456,-59,1,(not associated),Not Probing,5E:61:D2
2A:11:D0:1E:F6:0D,1690541456,1690541456,-59,1,(not associated),Not Probing,2A:11:D0
3A:57:10:10:15:1C,1690541456,1690541456,-59,1,(not associated),Not Probing,3A:57:10
26:8E:FC:0A:B1:D9,1690541456,1690541456,-53,2,(not associated),Not Probing,26:8E:FC
A6:7D:D5:74:50:AC,1690541456,1690541456,-49,1,(not associated),Not Probing,A6:7D:D5
02:42:B1:00:77:2E,1690541457,1690541458,-61,6,(not associated),Not Probing,02:42:B1
86:E5:0C:1C:65:0F,1690541458,1690541458,-53,1,(not associated),Not Probing,86:E5:0C
0E:07:62:8E:53:97,1690541458,1690541458,-81,1,(not associated),Not Probing,0E:07:62
